set_num,name,year,num_parts,theme_name,parent_theme,is_licensed,total_sets
5004869-1,LEGO® Mixels™ Glorp Corp,2015,3.0,Series 6,Mixels,False,88
5004870-1,LEGO® Mixels™ Weldos,2015,4.0,Series 6,Mixels,False,88
5004928-1,Kiss Kiss Tuxedo Batman,2017,1.0,Key Chain,Gear,False,435
5004929-1,Batman Battle Pod,2017,27.0,Batman,Super Heroes,True,242
5004930-1,Accessory pack,2017,,Batman,Super Heroes,True,242
5004932,LEGO My Travel Companion,2017,,LEGO Exclusive,LEGO Exclusive,False,1
5004936-1,Iconic Cave,2017,,Collectible Minifigures,Collectible Minifigures,False,443
5005-1,Battery Box 4.5V,1987,1.0,Service Packs,Service Packs,False,456
5005156-1,Seasonal Gingerbread Man,2016,,Promotional,Promotional,False,24
5006-1,Replacement 2-Piece Battery Motor Housing,1987,2.0,Service Packs,Service Packs,False,456
5007-1,Basic Motor 4.5V,1987,1.0,Service Packs,Service Packs,False,456
5008-1,Brick Separator,1990,,Service Packs,Service Packs,False,456
5009-1,"Building Plate 16 x 32, Yellow",1990,1.0,Service Packs,Service Packs,False,456
50-1,Universal Building Set,1976,390.0,Basic Set,Universal Building Set,False,441
5010-1,"Building Plate 16 x 32, Green",1990,1.0,Service Packs,Service Packs,False,456
5011-1,9V Basic Motor,1992,1.0,Service Packs,Service Packs,False,456
5012-1,Soccer Player with Goal,2003,11.0,Soccer,Sports,False,168
501-3,JUMBO Pull Toy,1966,,Jumbo Bricks,Classic,False,354
5013-1,Basketball,2003,25.0,Basketball,Sports,False,168
5014-1,Slammer,2003,28.0,Hockey,Sports,False,168
5015-1,Skateboard Bill,2003,17.0,Gravity Games,Sports,False,168
5016-1,Basketball Promotional Set,2003,17.0,Basketball,Sports,False,168
5017-1,Hockey Promotional Set,2003,36.0,Hockey,Sports,False,168
5018-1,Gravity Games Promotional Set,2003,17.0,Gravity Games,Sports,False,168
502-2,Pre-School Medium Set,1968,,Jumbo Bricks,Classic,False,354
5030-1,Signs for Use with Lighting Bricks 9V,1992,,Service Packs,Service Packs,False,456
503-1,Basic Building Set,1987,39.0,Basic,Universal Building Set,False,441
5031-1,"Propellers, Wheels, Rotor Unit",1987,,Service Packs,Service Packs,False,456
503-2,Pre-School Large Set,1968,16.0,Jumbo Bricks,Classic,False,354
5032-1,Jack,1987,,Service Packs,Service Packs,False,456
5033-1,1x4 Lighing Brick and 4 Colour Globes,1987,,Service Packs,Service Packs,False,456
5034-1,1x2 Lighting Brick and 4 Colour Globes,1987,5.0,Service Packs,Service Packs,False,456
5035-1,"Town Siren, 2 x 2",1987,,Service Packs,Service Packs,False,456
5036-1,"Space Siren, 2 x 2",1987,1.0,Service Packs,Service Packs,False,456
5037-1,Current Carrying Plates,1988,9.0,Service Packs,Service Packs,False,456
5038-1,9V Battery Box,1988,1.0,Service Packs,Service Packs,False,456
5039-1,Monorail Stop / Reverse Switch,1987,,Service Packs,Service Packs,False,456
5040-1,Monorail 9V Motor,1988,,Service Packs,Service Packs,False,456
504-1,Basic Building Set,1985,41.0,Basic,Universal Building Set,False,441
5041-1,Wire for 9V (9cm),1988,,Technic,Service Packs,False,456
5042-1,"Space Light and Radar Plates, Disks, Cones",1991,50.0,Space,Service Packs,False,456
5043-1,"Mini Antennas, Control Sticks and Antennas",1991,26.0,Service Packs,Service Packs,False,456
5044-1,"Plateau, Approach for Harbour",1991,3.0,Service Packs,Service Packs,False,456
5045-1,"Magnets, Magnet Holders",1991,12.0,Service Packs,Service Packs,False,456
5046-1,"Hub, Tire and Wheel Suspension",1991,10.0,Service Packs,Service Packs,False,456
5047-1,"Hinges, Couplings, Turntables",1993,,Service Packs,Service Packs,False,456
5048-1,Town Accessories,1993,36.0,Town,Service Packs,False,456
5049-1,Transparent Windows and Bricks,1993,,Service Packs,Service Packs,False,456
5050-1,Plane Accessories,1993,,Service Packs,Service Packs,False,456
5051-1,"Windscreens, Seats, Steering Wheel",1993,,Service Packs,Service Packs,False,456
5052-1,"Antennas, Control Sticks",1993,39.0,Service Packs,Service Packs,False,456
5053-1,"Small Plates with Tool Holders, Disks, Cones",1993,,Service Packs,Service Packs,False,456
5054-1,Decorated Elements,1993,28.0,Service Packs,Service Packs,False,456
5055-1,Magnets and Magnet Holders,1993,12.0,Service Packs,Service Packs,False,456
5056-1,Space Elements,1993,37.0,Space,Service Packs,False,456
5057-1,Space Accessories,1993,27.0,Space,Service Packs,False,456
5058-1,Pirate Accessories,1993,,Pirates,Service Packs,False,456
5059-1,Castle Equipment,1993,34.0,Castle,Service Packs,False,456
5060-1,Cannons,1993,,Service Packs,Service Packs,False,456
5061-1,"Connector Leads, 75cm and 25cm",1987,6.0,Train,Service Packs,False,456
5062-1,Shunting Trip Posts and Signal,1987,,Train,Service Packs,False,456
5063-1,Power Supply Rail,1987,,Train,Service Packs,False,456
5064-1,Locomotive Wheels,1987,8.0,Train,Service Packs,False,456
5065-1,3m Wiring and Two-Way Plug,1987,11.0,Service Packs,Service Packs,False,456
5066-1,Magnetic Train Coupler,1987,6.0,Train,Service Packs,False,456
5067-1,"Rubber Wheel Rims, Grey",1987,8.0,Train,Service Packs,False,456
5068-1,Motor Frame and Coupling,1987,5.0,Train,Service Packs,False,456
5069-1,12V Lighting Bricks,1987,,Service Packs,Service Packs,False,456
5070-1,"Wheel Sets, Black",1987,2.0,Train,Service Packs,False,456
507-1,Basic Building Set,1987,60.0,Basic,Universal Building Set,False,441
5071-1,"Wheel Sets, Large, Red",1987,2.0,Train,Service Packs,False,456
5072-1,"Wagonplate, 6 x 28 Studs",1987,,Train,Service Packs,False,456
5073-1,Light Transmitting Elements for Train Sets,1987,,Train,Service Packs,False,456
5074-1,"Bogie Plates, Black",1987,2.0,Train,Service Packs,False,456
5075-1,"Battery Tender, Red",1987,,Train,Service Packs,False,456
5076-1,Plates 2 x 8,1989,,Service Packs,Service Packs,False,456
5077-1,Sliding Gates and Rails,1987,,Service Packs,Service Packs,False,456
5078-1,Crane Accessories,1993,15.0,Service Packs,Service Packs,False,456
5079-1,Change-Over Unit,1989,1.0,Train,Service Packs,False,456
50799-1,Knights' Kingdom Adventure Box,2005,3.0,Knights Kingdom II,Castle,False,256
5080-1,Remote Control for Switch,1989,,Train,Service Packs,False,456
508-1,Basic Building Set,1985,,Basic,Universal Building Set,False,441
5081-1,Remote Control for Signal,1989,,Train,Service Packs,False,456
5082-1,Flash Light Unit,1989,,Train,Service Packs,False,456
5083-1,Remote Control for Crossing,1989,1.0,Train,Service Packs,False,456
5084-1,12V Light Brick,1989,1.0,Service Packs,Service Packs,False,456
5085-1,Power Supply Rail with Socket,1989,,Train,Service Packs,False,456
5086-1,12V Motor (old),1993,1.0,Service Packs,Service Packs,False,456
509-1,38 Slimbricks Assorted Sizes,1965,228.0,Supplemental,Classic,False,354
5099-1,Pneumatic Valves,1997,,Technic,Service Packs,False,456
5100-1,TECHNIC Battery Box,1987,1.0,Technic,Service Packs,False,456
510-1,Basic Building Set,1985,102.0,Basic,Universal Building Set,False,441
5101-1,4.5v TECHNIC Motor,1987,1.0,Technic,Service Packs,False,456
510-2,Tiles,1965,,Supplemental,Classic,False,354
5102-1,"Pneumatic Tube, 60 cm and 100 cm",1987,,Technic,Service Packs,False,456
5103-1,"Pneumatic Spring Cylinder, 48 mm",1987,1.0,Technic,Service Packs,False,456
5104-1,"Pneumatic Cylinder, 48 mm",1987,1.0,Technic,Service Packs,False,456
5105-1,"Pneumatic Cylinder, 64 mm",1987,,Technic,Service Packs,False,456
5106-1,Two-Way Valve and Non-Return Valve,1987,2.0,Technic,Service Packs,False,456
5107-1,Pneumatic Pump 2 Cylinder,1991,,Technic,Service Packs,False,456
5108-1,Pneumatic Piston 2 Cylinder,1989,,Technic,Service Packs,False,456
5109-1,Pneumatic Tubes and Pieces,1989,6.0,Technic,Service Packs,False,456
5110-1,Pneumatic Value Pack,1997,0.0,Technic,Service Packs,False,456
5110-2,"Cross Axles, Nuts",1990,,Technic,Service Packs,False,456
5111-1,"9V Motor Wire, 128cm",1990,1.0,Technic,Service Packs,False,456
5112-1,"Lifting Grabs, Crane Hook",1987,,Technic,Service Packs,False,456
5113-1,TECHNIC Airscrew,1987,1.0,Technic,Service Packs,False,456
5114-1,Extra 9 Volt Motor,1991,1.0,Technic,Service Packs,False,456
5115-1,9V Battery Box,1992,,Technic,Service Packs,False,456
5116-1,Pneumatic Cylinder 1.25,1997,,Technic,Service Packs,False,456
5117-1,Compressor Pump,1997,,Technic,Service Packs,False,456
5118-1,TECHNIC Cables,1995,35.0,Technic,Service Packs,False,456
5119-1,Micro Motor,1996,4.0,Technic,Service Packs,False,456
5120-1,Polarity Switch,1993,,Technic,Service Packs,False,456
5121-1,Decorated Elements,1994,30.0,Service Packs,Service Packs,False,456
5122-1,Pirate Accessories,1994,,Pirates,Service Packs,False,456
5124-1,Wheels and Bearings,1994,28.0,Service Packs,Service Packs,False,456
5125-1,Spaceport Accessories,1995,,Town,Service Packs,False,456
5126-1,Crane and Digger Accessories,1995,18.0,Service Packs,Service Packs,False,456
5127-1,Antennas and Control Sticks,1995,,Service Packs,Service Packs,False,456
5128-1,"Transparent Plates, Bricks, Toolholders",1996,80.0,Service Packs,Service Packs,False,456
5129-1,Space Accessories,1996,22.0,Space,Service Packs,False,456
5130-1,"Windows, Seats, Steering Wheels",1996,14.0,Service Packs,Service Packs,False,456
5131-1,"Hinges, Couplings, Turntables",1996,30.0,Service Packs,Service Packs,False,456
5132-1,"Wheels, Bearings and Suspension",1995,,Service Packs,Service Packs,False,456
5133-1,Town Accessories,1996,47.0,Town,Service Packs,False,456
5134-1,Cannons and Wheels,1995,28.0,Service Packs,Service Packs,False,456
5135-1,Castle Accessories,1995,34.0,Castle,Service Packs,False,456
5136-1,Belville Accessories,1995,,Belville,Service Packs,False,456
5137-1,Town Accessories,1994,44.0,Town,Service Packs,False,456
5138-1,Castle Accessories,1994,39.0,Castle,Service Packs,False,456
5139-1,Cannons with Wheels,1994,28.0,Service Packs,Service Packs,False,456
5140-1,"Bricks, Red",1987,62.0,Service Packs,Service Packs,False,456
5141-1,"Bricks, Blue",1987,,Service Packs,Service Packs,False,456
5142-1,"Bricks, White",1987,62.0,Service Packs,Service Packs,False,456
5143-1,"Bricks, Yellow",1987,62.0,Service Packs,Service Packs,False,456
5144-1,"Bricks, Black",1987,62.0,Service Packs,Service Packs,False,456
5145-1,"Bricks, Gray",1987,,Service Packs,Service Packs,False,456
5146-1,"Plates, Blue",1987,42.0,Service Packs,Service Packs,False,456
5147-1,"Plates, Red",1987,42.0,Service Packs,Service Packs,False,456
5148-1,Wheels,1987,,Service Packs,Service Packs,False,456
5149-1,Doors and Windows,1987,38.0,Service Packs,Service Packs,False,456
5150-1,Pirate Elements,1990,35.0,Pirates,Service Packs,False,456
515-1,Basic Building Set,1990,115.0,Basic,Universal Building Set,False,441
5151-1,"Roof Bricks, Red, 45 Degrees",1987,59.0,Service Packs,Service Packs,False,456
5152-1,"Roof Bricks, Red, 25 Degrees",1987,60.0,Service Packs,Service Packs,False,456
5153-1,Plane Accessories,1991,23.0,Service Packs,Service Packs,False,456
5154-1,Decorated Elements,1991,,Service Packs,Service Packs,False,456
5155-1,Space Jets and Wings,1991,19.0,Service Packs,Service Packs,False,456
5156-1,Transparent Bricks,1991,,Service Packs,Service Packs,False,456
5157-1,Town and Space Equipment,1991,32.0,Service Packs,Service Packs,False,456
5158-1,"T-Junction, Circle Plates",1990,,Town,Service Packs,False,456
5159-1,Straight Runways,1990,2.0,Town,Service Packs,False,456
5160-1,Aquazone Accessories,1995,,Aquazone,Service Packs,False,456
5161-1,Inverted Slope Bricks,1987,16.0,Service Packs,Service Packs,False,456
5162-1,Fences and Gates,1987,10.0,Service Packs,Service Packs,False,456
5163-1,"Turntables, 4 x 4 and 2 x 2",1987,,Service Packs,Service Packs,False,456
5164-1,"Hinges, Turntables and Couplings",1991,20.0,Service Packs,Service Packs,False,456
5165-1,"Hinges, Couplings and Tilting Bearings",1991,,Service Packs,Service Packs,False,456
5166-1,"Lampholders, Plates with Holder",1991,18.0,Service Packs,Service Packs,False,456
5167-1,"Hinges, Tilt Bearings",1987,,Service Packs,Service Packs,False,456
5168-1,Digger Bucket Assembly,1987,,Service Packs,Service Packs,False,456
5169-1,Crane Set Assembly,1987,7.0,Service Packs,Service Packs,False,456
517-1,Basic Building Set,1987,,Basic,Universal Building Set,False,441
5171-1,Decorated Elements,1987,28.0,Service Packs,Service Packs,False,456
5172-1,Rocket Stages,1987,30.0,Service Packs,Service Packs,False,456
5173-1,Space Jet & Wings,1987,19.0,Space,Service Packs,False,456
5174-1,Wheels and Bearings,1987,28.0,Service Packs,Service Packs,False,456
5175-1,Space Elements,1987,26.0,Space,Service Packs,False,456
5176-1,Transparent Bricks,1987,19.0,Service Packs,Service Packs,False,456
5177-1,Town and Space Accessories,1987,,Service Packs,Service Packs,False,456
5178-1,Plane Accessories,1987,23.0,Service Packs,Service Packs,False,456
5179-1,Hinges and Couplings,1987,26.0,Service Packs,Service Packs,False,456
5180-1,"T-Junction, Circle (Airport)",1987,2.0,Town,Service Packs,False,456
518-1,2 x 4 Plates (cardboard box version),1962,192.0,Supplemental,Classic,False,354
518-10,2 x 4 Plates - Blue (architectural hobby und modelbau version),1962,26.0,Architecture,Architecture,False,66
518-11,2 x 4 Plates - Light Gray (architectural hobby und modelbau version),1962,26.0,Architecture,Architecture,False,66
5181-1,"Runways, Straight (Airport)",1987,2.0,Town,Service Packs,False,456
518-12,2 x 4 Plates - Red (architectural hobby und modelbau version),1962,26.0,Architecture,Architecture,False,66
518-13,2 x 4 Plates - Trans-Clear (architectural hobby und modelbau version),1962,26.0,Architecture,Architecture,False,66
518-14,2 x 4 Plates - White (architectural hobby und modelbau version),1962,26.0,Architecture,Architecture,False,66
518-15,2 x 4 Plates - Yellow (architectural hobby und modelbau version),1962,,Architecture,Architecture,False,66
5182-1,Hinges and Couplings,1989,,Service Packs,Service Packs,False,456
5183-1,Hinges and Couplings,1989,,Service Packs,Service Packs,False,456
5184-1,Castle Equipment,1989,38.0,Castle,Service Packs,False,456
5185-1,Dustbins with Lids,1989,,Service Packs,Service Packs,False,456
5186-1,Fence,1989,,Service Packs,Service Packs,False,456
5187-1,Bricks with Groove and Garage Panels,1989,26.0,Service Packs,Service Packs,False,456
5188-1,"Seats, Steering Wheels and Windscreens",1989,10.0,Service Packs,Service Packs,False,456
518-9,2 x 4 Plates - Black (architectural hobby und modelbau version),1962,,Architecture,Architecture,False,66
5189-1,Ladder (Black and Grey),1989,16.0,Service Packs,Service Packs,False,456
5190-1,Seats and Windscreens,1989,,Service Packs,Service Packs,False,456
519-1,2 x 3 Plates (cardboard box version),1962,240.0,Supplemental,Classic,False,354
519-10,2 x 3 Plates - Blue (architectural hobby und modelbau version),1962,32.0,Architecture,Architecture,False,66
519-11,2 x 3 Plates - Light Gray (architectural hobby und modelbau version),1962,32.0,Architecture,Architecture,False,66
5191-1,Balloon Tires,1989,4.0,Service Packs,Service Packs,False,456
519-12,2 x 3 Plates - Red (architectural hobby und modelbau version),1962,32.0,Architecture,Architecture,False,66
519-13,2 x 3 Plates - Trans-Clear (architectural hobby und modelbau version),1962,32.0,Architecture,Architecture,False,66
519-14,2 x 3 Plates - White (architectural hobby und modelbau version),1962,32.0,Architecture,Architecture,False,66
519-15,2 x 3 Plates - Yellow (architectural hobby und modelbau version),1962,,Architecture,Architecture,False,66
5192-1,Cypress Trees,1989,,Service Packs,Service Packs,False,456
5193-1,Sloping Frames,1989,6.0,Service Packs,Service Packs,False,456
5194-1,"Hinge Plate, Fork-Lift",1989,3.0,Service Packs,Service Packs,False,456
5195-1,Assorted Arches,1989,6.0,Service Packs,Service Packs,False,456
5196-1,"Crane, Crane Hooks and Ladders",1989,5.0,Service Packs,Service Packs,False,456
5197-1,"Lampholders, Plate with Holders",1989,,Service Packs,Service Packs,False,456
5198-1,"Small Plates, Disks and Cones",1989,56.0,Service Packs,Service Packs,False,456
519-9,2 x 3 Plates - Black (architectural hobby und modelbau version),1962,32.0,Architecture,Architecture,False,66
5199-1,Mini Antennas and Stick,1989,,Service Packs,Service Packs,False,456
5200-1,Signal Masts and Feet,1987,8.0,Train,Service Packs,False,456
520-1,2 x 2 Plates - Black (cardboard box version),1962,40.0,Supplemental,Classic,False,354
520-10,2 x 2 Plates - Blue (architectural hobby und modelbau version),1962,42.0,Architecture,Architecture,False,66
520-11,2 x 2 Plates - Light Gray (architectural hobby und modelbau version),1962,42.0,Architecture,Architecture,False,66
5201-1,Angle Pieces,1997,20.0,Technic,Service Packs,False,456
520-12,2 x 2 Plates - Red (architectural hobby und modelbau version),1962,,Architecture,Architecture,False,66
520-13,2 x 2 Plates - Trans-Clear (architectural hobby und modelbau version),1962,42.0,Architecture,Architecture,False,66
520-14,2 x 2 Plates - White (architectural hobby und modelbau version),1962,,Architecture,Architecture,False,66
520-15,2 x 2 Plates - Yellow (architectural hobby und modelbau version),1962,,Architecture,Architecture,False,66
520-16,Basic Building Set,1985,173.0,Basic,Universal Building Set,False,441
520-2,2 x 2 Plates - Blue (cardboard box version),1962,,Supplemental,Classic,False,354
5202-1,Angle Beams,1997,8.0,Technic,Service Packs,False,456
520-3,2 x 2 Plates - Green (cardboard box version),1962,,Supplemental,Classic,False,354
5203-1,Silver Wheels,1999,4.0,Technic,Service Packs,False,456
520-4,2 x 2 Plates - Light Gray (cardboard box version),1963,,Supplemental,Classic,False,354
5204-1,Cyber Slam Accessories,1999,,Technic,Service Packs,False,456
520-5,2 x 2 Plates - Red (cardboard box version),1963,,Supplemental,Classic,False,354
5205-1,Pulleys and Rubber Belts,1999,,Technic,Service Packs,False,456
520-6,2 x 2 Plates - Trans-Clear (cardboard box version),1963,,Supplemental,Classic,False,354
5206-1,Speed Computer,2000,19.0,Supplemental,Technic,False,536
520-7,2 x 2 Plates - White (cardboard box version),1963,40.0,Supplemental,Classic,False,354
520-8,2 x 2 Plates - Yellow (cardboard box version),1962,,Supplemental,Classic,False,354
520-9,2 x 2 Plates - Black (architectural hobby und modelbau version),1962,,Architecture,Architecture,False,66
5210-1,Elastic Bands,1997,1.0,Technic,Service Packs,False,456
521-1,1 x 1 and 1 x 2 Plates (cardboard box version),1962,,Supplemental,Classic,False,354
521-10,1 x 1 and 1 x 2 Plates - Blue (architectural hobby und modelbau version),1962,,Architecture,Architecture,False,66
521-11,1 x 1 and 1 x 2 Plates - Light Gray (architectural hobby und modelbau version),1962,82.0,Architecture,Architecture,False,66
521-12,1 x 1 and 1 x 2 Plates - Red (architectural hobby und modelbau version),1962,82.0,Architecture,Architecture,False,66
521-13,1 x 1 and 1 x 2 Plates - Trans-Clear (architectural hobby und modelbau version),1962,82.0,Architecture,Architecture,False,66
521-14,1 x 1 and 1 x 2 Plates - White (architectural hobby und modelbau version),1962,82.0,Architecture,Architecture,False,66
521-15,1 x 1 and 1 x 2 Plates - Yellow (architectural hobby und modelbau version),1962,82.0,Architecture,Architecture,False,66
5215-1,"Bricks Assorted, Green",1999,62.0,Service Packs,Service Packs,False,456
5216-1,"Roof Bricks Assorted, Black",1999,,Service Packs,Service Packs,False,456
5217-1,Black Plates Assorted,1999,,Service Packs,Service Packs,False,456
5218-1,Pneumatic Pack,2000,,Supplemental,Technic,False,536
521-9,1 x 1 and 1 x 2 Plates - Black (architectural hobby und modelbau version),1962,,Architecture,Architecture,False,66
5219-1,Wheel Pack,2000,28.0,Supplemental,Technic,False,536
5220-1,Styling Pack,2000,,Supplemental,Technic,False,536
522-1,Police Station,1977,,Duplo,Duplo,False,286
5221-1,Motor Pack,2000,,Supplemental,Technic,False,536
5222-1,Chassis Pack,2000,137.0,Supplemental,Technic,False,536
5223-1,Wind-up Motor,2001,41.0,Supplemental,Technic,False,536
5225-1,9v Motor with gear reduction,1998,1.0,Technic,Service Packs,False,456
5226-1,Cross Axles,1998,,Technic,Service Packs,False,456
5227-1,Fiber Optic Cables,2000,8.0,Technic,Service Packs,False,456
5228-1,Small Beams and Plates,1997,26.0,Technic,Service Packs,False,456
5229-1,Gears & Differentials,1997,,Technic,Service Packs,False,456
5231-1,TECHNIC Beams and Plates [Yellow],1987,20.0,Technic,Service Packs,False,456
5232-1,TECHNIC Beams and Plates [Blue],1987,,Technic,Service Packs,False,456
5233-1,Bedroom,1980,,Homemaker,Homemaker,False,32
5233-2,Small Beams and Plates with holes,1993,,Technic,Service Packs,False,456
